codigo_ocorrencia;codigo_ocorrencia2;ocorrencia_classificacao;ocorrencia_cidade;ocorrencia_uf;ocorrencia_aerodromo;ocorrencia_dia;ocorrencia_hora;total_recomendacoes
51543;51543;INCIDENTE;BELÉM;PA;SBBE;31/05/2014;08:25:00;0
51544;51544;INCIDENTE;SÃO;JOSÉ;CAMPOS;SP;BRASIL;***
51545;51545;INCIDENTE;RECIFE;PE;SBRF;01/06/2014;00:45:00;0
51719;51719;INCIDENTE;GUARULHOS;SP;SBGR;01/06/2014;18:00:00;0
51538;51538;INCIDENTE;COARI;AM;****;03/06/2014;14:10:00;0
51546;51546;INCIDENTE;TEFÉ;AM;SBTF;03/06/2014;18:10:00;0
51536;51536;INCIDENTE;***;JUNDIAÍ;BRASIL;SBJD;06/06/2014;NULL
51547;51547;INCIDENTE;BELO;HORIZONTE;BRASIL;SBBH;06/06/2014;NULL
51416;51416;ACIDENTE;ARUANÃ;GO;****;07/06/2014;04:27:00;2
51517;51517;ACIDENTE;NOVA;ANDRADINA;BRASIL;****;07/06/2014;NULL
51531;51531;ACIDENTE;MAIRIPORÃ;SP;****;07/06/2014;14:50:00;0
51532;51532;ACIDENTE;ITAITUBA;PA;****;07/06/2014;13:00:00;0
51537;51537;INCIDENTE;-56.0872222222;SANTO;DO;LEVERGER;MT;FINALIZADA
51539;51539;INCIDENTE;BRASÍLIA;DF;SBBR;08/06/2014;17:05:00;0
51548;51548;INCIDENTE;TABATINGA;AM;SBTT;08/06/2014;17:34:00;0
51549;51549;INCIDENTE;MARINGÁ;PR;SBMG;08/06/2014;21:20:00;0
51570;51570;INCIDENTE;BELÉM;PA;SBBE;08/06/2014;23:17:00;5
51550;51550;INCIDENTE;BELÉM;PA;SBBE;10/06/2014;16:30:00;0
51533;51533;ACIDENTE;BRAGANÇA;PAULISTA;BRASIL;SBBP;11/06/2014;2015-10-19
51551;51551;INCIDENTE;ITÁPOLIS;SP;SDIO;11/06/2014;22:30:00;0
51552;51552;INCIDENTE;BELÉM;PA;SBBE;11/06/2014;21:50:00;0
51553;51553;INCIDENTE;PARINTINS;AM;SWPI;11/06/2014;16:54:00;0
51534;51534;ACIDENTE;ARUANÃ;GO;SWNH;13/06/2014;10:47:00;3
51554;51554;INCIDENTE;JUNDIAÍ;SP;SBJD;14/06/2014;15:30:00;0
51555;51555;INCIDENTE;RIO;DE;RJ;BRASIL;SBGL;NÃO
51540;51540;INCIDENTE;NOVA;GRANADA;BRASIL;****;15/06/2014;NULL
51556;51556;INCIDENTE;BELÉM;PA;SBBE;15/06/2014;21:41:00;0
51567;51567;ACIDENTE;OUROESTE;SP;****;17/06/2014;18:00:00;0
51557;51557;INCIDENTE;MANAUS;AM;SBEG;18/06/2014;05:36:00;0
51559;51559;INCIDENTE;PETROLINA;PE;SBPL;18/06/2014;19:33:00;0
51568;51568;INCIDENTE;-60.0211111111;MANAUS;BRASIL;SWFN;19/06/2014;2017-05-26
51653;51653;ACIDENTE;CRUZ;ALTA;BRASIL;SSAK;19/06/2014;2015-06-06
