codigo_ocorrencia;codigo_ocorrencia2;ocorrencia_classificacao;ocorrencia_cidade;ocorrencia_uf;ocorrencia_aerodromo;ocorrencia_dia;ocorrencia_hora;total_recomendacoes
53591;53591;INCIDENTE;GUARULHOS;SP;SBGR;29/10/2015;01:40:00;0
53579;53579;ACIDENTE;VILHENA;RO;SBVH;30/10/2015;12:30:00;0
53561;53561;ACIDENTE;SALVADOR;BA;****;31/10/2015;18:50:00;0
53585;53585;INCIDENTE;BELO;HORIZONTE;BRASIL;SBBH;31/10/2015;NULL
53578;53578;ACIDENTE;PORTO;VELHO;BRASIL;SWRO;01/11/2015;NULL
53556;53556;ACIDENTE;MIRASSOL;SP;SDMH;02/11/2015;09:30:00;0
53586;53586;INCIDENTE;SÃO;PAULO;BRASIL;SBSP;02/11/2015;NULL
53587;53587;INCIDENTE;SÃO;LUÍS;BRASIL;SBSL;03/11/2015;NULL
53551;53551;INCIDENTE;-46.5369444444;BRAGANÇA;SP;BRASIL;SBBP;SIM
53640;53640;INCIDENTE;COCALINHO;MT;****;05/11/2015;10:30:00;0
53552;53552;INCIDENTE;-64.7252777778;TEFÉ;BRASIL;SBTF;06/11/2015;2019-10-28
53581;53581;INCIDENTE;\t-53.50722222\t;CASCAVEL;BRASIL;SBCA;06/11/2015;NULL
53584;53584;INCIDENTE;SÃO;PAULO;BRASIL;SBSP;06/11/2015;NULL
53589;53589;INCIDENTE;PORTO;ALEGRE;BRASIL;SBPA;06/11/2015;NULL
53611;53611;INCIDENTE;VÁRZEA;GRANDE;BRASIL;SBCY;06/11/2015;NULL
53562;53562;ACIDENTE;JAGUARÃO;RS;****;08/11/2015;10:45:00;0
53563;53563;INCIDENTE;-35.5588888889;TAIPU;BRASIL;****;09/11/2015;2017-08-01
53564;53564;ACIDENTE;BALSAS;MA;SNBS;09/11/2015;19:30:00;4
53566;53566;ACIDENTE;LENÇÓIS;PAULISTA;BRASIL;****;09/11/2015;2017-08-01
53559;53559;ACIDENTE;GUARDA-MOR;MG;****;10/11/2015;21:04:00;0
53580;53580;ACIDENTE;ARAPONGAS;PR;SSOG;10/11/2015;12:00:00;0
53565;53565;ACIDENTE;SIRINHAÉM;PE;****;11/11/2015;17:55:00;2
53569;53569;INCIDENTE;RIO;DE;RJ;BRASIL;SBRJ;NÃO
53601;53601;ACIDENTE;PARANATINGA;MT;****;13/11/2015;14:00:00;0
53567;53567;INCIDENTE;-43.37;RIO;JANEIRO;RJ;BRASIL;IG-152/CENIPA/2015
53568;53568;INCIDENTE;-60.0227777778;MANAUS;BRASIL;SWFN;17/11/2015;2018-05-01
53572;53572;ACIDENTE;MIRACATU;SP;****;17/11/2015;15:55:00;1
53571;53571;ACIDENTE;GARIBALDI;RS;SSGA;21/11/2015;19:30:00;2
53603;53603;INCIDENTE;BRASÍLIA;DF;SBBR;24/11/2015;17:08:00;0
53633;53633;INCIDENTE;SÃO;JOSÉ;RIO;PRETO;SP;FINALIZADA
53582;53582;INCIDENTE;PORTO;ALEGRE;BRASIL;SBPA;25/11/2015;NULL
53583;53583;INCIDENTE;RIBEIRÃO;PRETO;BRASIL;SBRP;25/11/2015;NULL
53602;53602;INCIDENTE;RIO;DE;RJ;BRASIL;SBJR;NÃO
53570;53570;INCIDENTE;RIBEIRÃO;PRETO;BRASIL;SBRP;27/11/2015;NULL
53574;53574;ACIDENTE;JUNDIAÍ;SP;****;27/11/2015;13:05:00;1
53577;53577;ACIDENTE;PLANALTO;DA;MT;BRASIL;****;SIM
53576;53576;ACIDENTE;SÃO;VICENTE;SUL;RS;BRASIL;A-158/CENIPA/2015
53637;53637;INCIDENTE;SÃO;PAULO;BRASIL;SBMT;29/11/2015;NULL
53638;53638;INCIDENTE;RIO;DE;RJ;BRASIL;SBRJ;NÃO
53635;53635;INCIDENTE;GOIÂNIA;GO;SBGO;30/11/2015;12:22:00;0
53573;53573;INCIDENTE;GUARULHOS;SP;SBGR;01/12/2015;02:48:00;0
60601;60601;INCIDENTE;PALMAS;TO;SBPJ;01/12/2015;16:05:00;0
53634;53634;INCIDENTE;PALMAS;TO;SBPJ;02/12/2015;17:45:00;0
53636;53636;INCIDENTE;JUNDIAÍ;SP;SBJD;02/12/2015;17:42:00;0
53575;53575;INCIDENTE;CAMPOS;DOS;RJ;BRASIL;SBFS;NÃO
60637;60637;INCIDENTE;BELO;HORIZONTE;BRASIL;SBBH;03/12/2015;NULL
53625;53625;ACIDENTE;TRINDADE;GO;****;06/12/2015;13:10:00;3
53626;53626;ACIDENTE;AMERICANA;SP;SDAI;06/12/2015;15:00:00;1
53628;53628;ACIDENTE;AGUAÍ;SP;****;08/12/2015;14:30:00;1
53629;53629;INCIDENTE;-50.5469444444;JALES;BRASIL;SDJL;08/12/2015;NULL
53631;53631;INCIDENTE;CAMPINAS;SP;SBKP;08/12/2015;16:19:00;0
60636;60636;INCIDENTE;CAXIAS;DO;RS;BRASIL;SBCX;NÃO
53627;53627;INCIDENTE;TERESINA;PI;SBTE;12/12/2015;19:05:00;0
60604;60604;INCIDENTE;GOIÂNIA;GO;SBGO;12/12/2015;14:34:00;0
60611;60611;INCIDENTE;SÃO;PAULO;BRASIL;SBSP;12/12/2015;NULL
60613;60613;ACIDENTE;JUSCIMEIRA;MT;SWMO;12/12/2015;08:31:00;0
60629;60629;ACIDENTE;RIO;GRANDE;BRASIL;****;12/12/2015;2018-09-04
53630;53630;INCIDENTE;MARÍLIA;SP;SBML;13/12/2015;13:50:00;0
60603;60603;INCIDENTE;LONDRINA;PR;SBLO;13/12/2015;17:46:00;0
60612;60612;ACIDENTE;BENTO;GONÇALVES;BRASIL;SSBG;13/12/2015;2019-04-08
60783;60783;ACIDENTE;LAGES;SC;****;13/12/2015;14:00:00;3
53639;53639;INCIDENTE;LOUVEIRA;SP;SDAM;15/12/2015;14:20:00;0
60609;60609;INCIDENTE;-48.2408333333;ARAGUAÍNA;BRASIL;SWGN;15/12/2015;2018-05-17
60616;60616;ACIDENTE;PALOTINA;PR;****;15/12/2015;20:30:00;0
60620;60620;ACIDENTE;RIO;DE;RJ;BRASIL;SBJR;SIM
60645;60645;ACIDENTE;SERTÃOZINHO;SP;****;15/12/2015;13:00:00;0
60608;60608;INCIDENTE;BELO;HORIZONTE;BRASIL;SBPR;16/12/2015;NULL
60625;60625;ACIDENTE;ITÁPOLIS;SP;SDIO;17/12/2015;21:30:00;1
60605;60605;INCIDENTE;UBERLÂNDIA;MG;SBUL;18/12/2015;10:25:00;0
60610;60610;INCIDENTE;JUNDIAÍ;SP;SBJD;18/12/2015;18:45:00;0
60602;60602;INCIDENTE;RIBEIRÃO;PRETO;BRASIL;SBRP;22/12/2015;NULL
60615;60615;INCIDENTE;SÃO;PAULO;BRASIL;SBMT;22/12/2015;NULL
60640;60640;INCIDENTE;CASCAVEL;PR;SBCA;23/12/2015;13:20:00;0
60641;60641;INCIDENTE;BELO;HORIZONTE;BRASIL;SBBH;23/12/2015;NULL
60632;60632;INCIDENTE;-49.0569444444;ITABERÁ;BRASIL;****;24/12/2015;2017-08-01
60600;60600;INCIDENTE;GUARULHOS;SP;SBGR;25/12/2015;19:00:00;0
60642;60642;INCIDENTE;SÃO;FRANCISCO;SUL;SC;BRASIL;***
60631;60631;ACIDENTE;MAÇAMBARÁ;RS;****;28/12/2015;19:00:00;2
60649;60649;ACIDENTE;PORTO;BELO;BRASIL;SDEN;31/12/2015;501/CENIPA/2018
60672;60672;INCIDENTE;AVARÉ;SP;SBDN;02/01/2016;16:00:00;0
60800;60800;ACIDENTE;PARATY;RJ;SDTK;03/01/2016;16:30:00;0
60653;60653;ACIDENTE;BELÉM;PA;SBJC;04/01/2016;14:56:00;0
60671;60671;INCIDENTE;SALVADOR;BA;SBSV;04/01/2016;15:25:00;0
60676;60676;ACIDENTE;SOCORRO;SP;****;04/01/2016;22:00:00;0
60677;60677;INCIDENTE;-48.5908333333;CAMPO;MG;BRASIL;####;SIM
60681;60681;INCIDENTE;-40.3333333333;VILA;ES;BRASIL;SIVU;NÃO
60634;60634;ACIDENTE;BOM;JESUS;GOIÁS;GO;BRASIL;A-004/CENIPA/2016
60710;60710;INCIDENTE;PORTO;ALEGRE;BRASIL;SBPA;07/01/2016;NULL
60630;60630;INCIDENTE;-54.7241666667;RONDONÓPOLIS;BRASIL;SWRD;08/01/2016;2021-11-16
60651;60651;ACIDENTE;IGARAPAVA;SP;****;08/01/2016;20:50:00;0
60682;60682;INCIDENTE;-43.9891666667;BELO;MG;BRASIL;SBBH;NÃO
60859;60859;ACIDENTE;ITAQUI;RS;****;08/01/2016;10:30:00;0
60660;60660;ACIDENTE;URUGUAIANA;RS;SJDU;11/01/2016;09:30:00;3
60664;60664;ACIDENTE;MONTES;CLAROS;GOIÁS;GO;BRASIL;A-008/CENIPA/2016
60665;60665;ACIDENTE;ASSIS;SP;****;15/01/2016;12:37:00;1
60667;60667;INCIDENTE;-49.5633333333;CAMETÁ;BRASIL;****;15/01/2016;2018-05-10
60668;60668;ACIDENTE;MARINGÁ;PR;SBMG;16/01/2016;16:04:00;0
60662;60662;INCIDENTE;-47.9208333333;BRASÍLIA;BRASIL;SBBR;18/01/2016;2021-07-21
60688;60688;INCIDENTE;\t-53.51361111\t;QUERÊNCIA;NORTE;PR;BRASIL;IG-013/CENIPA/2016
60679;60679;INCIDENTE;BRASÍLIA;DF;SBBR;19/01/2016;01:35:00;0
60692;60692;ACIDENTE;BARRA;BONITA;BRASIL;****;19/01/2016;2020-10-29
60657;60657;INCIDENTE;RECIFE;PE;SBRF;20/01/2016;15:20:00;0
60661;60661;ACIDENTE;OSÓRIO;RS;SSOS;20/01/2016;12:00:00;4
60686;60686;ACIDENTE;LONDRINA;PR;SSOK;20/01/2016;19:10:00;0
60689;60689;ACIDENTE;ITOBI;SP;****;21/01/2016;14:15:00;3
60691;60691;ACIDENTE;JUNDIAÍ;SP;SBJD;21/01/2016;12:58:00;0
60711;60711;INCIDENTE;RIBEIRÃO;PRETO;BRASIL;SBPP;21/01/2016;NULL
60727;60727;INCIDENTE;LONDRINA;PR;SBLO;21/01/2016;12:00:00;0
60659;60659;INCIDENTE;ARAGUAÍNA;TO;SWGN;22/01/2016;03:44:00;0
60809;60809;INCIDENTE;PORTO;ALEGRE;BRASIL;SBPA;22/01/2016;NULL
60669;60669;ACIDENTE;VARJÃO;DE;MG;BRASIL;****;SIM
60690;60690;INCIDENTE;SÃO;PAULO;BRASIL;SBMT;23/01/2016;NULL
60728;60728;ACIDENTE;NOVA;UBIRATÃ;BRASIL;****;23/01/2016;2018-07-27
60729;60729;INCIDENTE;\t-49.23222222\t;CURITIBA;BRASIL;SBBI;23/01/2016;2018-03-09
60732;60732;INCIDENTE;\t-51.13333333\t;LONDRINA;BRASIL;SBLO;24/01/2016;2017-05-10
60745;60745;INCIDENTE;GOIÂNIA;GO;SBNV;24/01/2016;11:50:00;0
60709;60709;INCIDENTE;-54.6725;CAMPO;MS;BRASIL;SBCG;NÃO
60696;60696;INCIDENTE;-72.7797222222;MARECHAL;AC;BRASIL;SSPV;SIM
60708;60708;INCIDENTE;IBIPORÃ;PR;SSOK;26/01/2016;13:58:00;0
60751;60751;INCIDENTE;RIO;DE;RJ;BRASIL;****;NÃO
60712;60712;INCIDENTE;SÃO;PAULO;BRASIL;SBMT;28/01/2016;NULL
60768;60768;ACIDENTE;SÃO;PEDRO;SUL;RS;BRASIL;NULL
60694;60694;ACIDENTE;JOÃO;PESSOA;BRASIL;SNJO;29/01/2016;2017-08-01
60697;60697;INCIDENTE;CAMPINAS;SP;SBKP;31/01/2016;14:20:00;0
60693;60693;ACIDENTE;FLORIANÓPOLIS;SC;****;01/02/2016;07:19:00;0
60713;60713;ACIDENTE;SETE;BARRAS;BRASIL;****;01/02/2016;NULL
60769;60769;ACIDENTE;PIRAQUARA;PR;****;01/02/2016;19:20:00;0
60735;60735;ACIDENTE;CHAPADA;GAÚCHA;BRASIL;****;02/02/2016;2017-05-26
60721;60721;ACIDENTE;MESÓPOLIS;SP;****;05/02/2016;14:30:00;1
60790;60790;ACIDENTE;LAGOA;DA;TO;BRASIL;****;SIM
60752;60752;ACIDENTE;TOROPI;RS;****;06/02/2016;10:00:00;2
60726;60726;INCIDENTE;GUARATUBA;PR;SSGB;08/02/2016;16:00:00;0
60734;60734;ACIDENTE;PARANATINGA;MT;****;08/02/2016;19:30:00;0
60770;60770;INCIDENTE;SÃO;PAULO;BRASIL;****;08/02/2016;NULL
60753;60753;ACIDENTE;SÃO;LUÍS;BRASIL;****;09/02/2016;NULL
60730;60730;INCIDENTE;ITANHAÉM;SP;SDIM;10/02/2016;13:00:00;2
60738;60738;INCIDENTE;PRIMAVERA;DO;MT;BRASIL;****;NÃO
60817;60817;ACIDENTE;MANOEL;URBANO;BRASIL;SIMB;10/02/2016;2017-08-01
60725;60725;INCIDENTE;CUIABÁ;MT;SBCY;11/02/2016;11:05:00;0
60739;60739;INCIDENTE;CASCAVEL;PR;SBCA;12/02/2016;18:06:00;0
60741;60741;INCIDENTE;SÃO;PAULO;BRASIL;SBMT;13/02/2016;NULL
60810;60810;INCIDENTE;CURITIBA;PR;SBBI;13/02/2016;15:40:00;0
60740;60740;INCIDENTE;BRASÍLIA;DF;SBBR;14/02/2016;17:30:00;0
60749;60749;INCIDENTE;RECIFE;PE;SBRF;16/02/2016;23:05:00;0
60756;60756;ACIDENTE;SANTA;ISABEL;BRASIL;****;16/02/2016;NULL
60808;60808;INCIDENTE;CURITIBA;PR;SBBI;16/02/2016;18:10:00;0
60767;60767;ACIDENTE;CRUZ;ALTA;BRASIL;****;17/02/2016;2017-08-01
60785;60785;ACIDENTE;NOVA;UBIRATÃ;BRASIL;SWPA;18/02/2016;2018-05-10
60793;60793;INCIDENTE;-49.6963888889;LAGOA;CONFUSÃO;TO;BRASIL;IG-039/CENIPA/2016
60792;60792;ACIDENTE;ÁLVARES;MACHADO;BRASIL;SDEM;20/02/2016;NULL
65237;65237;ACIDENTE;PORTO;MURTINHO;BRASIL;SDWU;20/02/2016;2018-06-27
60784;60784;INCIDENTE;JUNDIAÍ;SP;SBJD;21/02/2016;15:40:00;0
60837;60837;INCIDENTE;ITATIBA;SP;****;22/02/2016;11:00:00;0
60787;60787;INCIDENTE;BRASÍLIA;DF;SBBR;23/02/2016;09:30:00;0
61014;61014;INCIDENTE;-61.8694444444;AMAJARI;BRASIL;****;24/02/2016;2019-12-18
60805;60805;INCIDENTE;SALGUEIRO;PE;SNSG;25/02/2016;12:25:00;0
60867;60867;INCIDENTE;SÃO;SEBASTIÃO;PARAÍSO;MG;BRASIL;***
60802;60802;ACIDENTE;JAGUAPITÃ;PR;****;26/02/2016;14:30:00;0
60811;60811;INCIDENTE;FOZ;DO;PR;BRASIL;SBFI;NÃO
60819;60819;INCIDENTE;SÃO;PAULO;BRASIL;SBSP;01/03/2016;NULL
60846;60846;INCIDENTE;BRASÍLIA;DF;SBBR;02/03/2016;14:00:00;0
60836;60836;INCIDENTE;PORTO;ALEGRE;BRASIL;SBPA;03/03/2016;NULL
60844;60844;ACIDENTE;AMERICANA;SP;SDAI;03/03/2016;20:20:00;0
60845;60845;ACIDENTE;ÁGUA;CLARA;BRASIL;****;04/03/2016;2017-05-26
60861;60861;ACIDENTE;COLÍDER;MT;SIKC;04/03/2016;19:30:00;0
60849;60849;INCIDENTE;RIO;DE;RJ;BRASIL;SBGL;NÃO
60857;60857;INCIDENTE;VITÓRIA;DA;BA;BRASIL;SBQV;NÃO
60847;60847;INCIDENTE;BRASÍLIA;DF;SBBR;07/03/2016;14:57:00;0
60841;60841;INCIDENTE;MARINGÁ;PR;SBMG;08/03/2016;09:35:00;0
60853;60853;INCIDENTE;SÃO;PAULO;BRASIL;SBMT;09/03/2016;NULL
60864;60864;INCIDENTE;-58.8677777778;CONQUISTA;MT;BRASIL;****;SIM
65448;65448;INCIDENTE;COARI;AM;SBUY;09/03/2016;14:29:00;0
60869;60869;INCIDENTE;CAMPINAS;SP;SBKP;11/03/2016;22:02:00;0
60872;60872;ACIDENTE;SALTO;DE;SP;BRASIL;SDBN;NÃO
60862;60862;ACIDENTE;PALMEIRA;DAS;RS;BRASIL;****;SIM
60877;60877;INCIDENTE;SÃO;PAULO;BRASIL;SBGR;13/03/2016;NULL
60881;60881;ACIDENTE;CRISTALÂNDIA;TO;****;13/03/2016;19:00:00;0
65831;65831;INCIDENTE;VITÓRIA;ES;SBVT;13/03/2016;21:47:00;0
60870;60870;INCIDENTE;FLORIANÓPOLIS;SC;SBFL;15/03/2016;10:15:00;0
60883;60883;ACIDENTE;ULIANÓPOLIS;PA;****;15/03/2016;20:00:00;0
60903;60903;INCIDENTE;LONDRINA;PR;SBLO;15/03/2016;20:08:00;0
60878;60878;INCIDENTE;BRASÍLIA;DF;SBBR;16/03/2016;22:00:00;0
60949;60949;ACIDENTE;JABORANDI;BA;****;17/03/2016;09:20:00;0
60892;60892;ACIDENTE;OEIRAS;PI;****;18/03/2016;19:30:00;1
60897;60897;ACIDENTE;CARACARAÍ;RR;SWQI;18/03/2016;18:30:00;1
60917;60917;INCIDENTE;FOZ;DO;PR;BRASIL;SBFI;NÃO
60882;60882;ACIDENTE;SÃO;PAULO;BRASIL;****;19/03/2016;2019-04-08
60894;60894;ACIDENTE;BEBERIBE;CE;####;19/03/2016;13:30:00;0
60924;60924;ACIDENTE;SÃO;CARLOS;BRASIL;SDSC;20/03/2016;2019-10-28
60914;60914;INCIDENTE;CAMPINAS;SP;SBKP;21/03/2016;10:13:00;0
60922;60922;ACIDENTE;JAGUARIPE;BA;****;21/03/2016;12:45:00;0
60904;60904;INCIDENTE;BELÉM;PA;SBBE;22/03/2016;14:10:00;0
60925;60925;ACIDENTE;DENISE;MT;****;22/03/2016;18:20:00;0
60929;60929;INCIDENTE;FLORIANÓPOLIS;SC;SBFL;23/03/2016;22:45:00;0
60936;60936;INCIDENTE;RIBEIRÃO;PRETO;BRASIL;SBRP;24/03/2016;NULL
60991;60991;ACIDENTE;JAURU;MT;****;24/03/2016;19:30:00;0
60930;60930;INCIDENTE;-47.3583333333;ARARAS;BRASIL;SDAA;25/03/2016;2017-10-27
60944;60944;INCIDENTE;SÃO;JOSÉ;CAMPOS;SP;BRASIL;***
60954;60954;ACIDENTE;FEIRA;DE;BA;BRASIL;SBFE;NÃO
60927;60927;INCIDENTE;-53.2397222222;PORTO;MOZ;PA;BRASIL;IG-055/CENIPA/2016
60948;60948;INCIDENTE;PIRACICABA;SP;SDPW;27/03/2016;16:35:00;0
60951;60951;ACIDENTE;SÃO;PAULO;BRASIL;SBMT;27/03/2016;2017-08-01
60956;60956;ACIDENTE;SALTO;DE;SP;BRASIL;SDBN;NÃO
60947;60947;ACIDENTE;LUIZ;ALVES;BRASIL;****;30/03/2016;2018-05-17
60972;60972;INCIDENTE;GOIÂNIA;GO;SBNV;01/04/2016;20:30:00;0
60955;60955;ACIDENTE;TATUÍ;SP;SDTF;02/04/2016;18:50:00;0
60966;60966;INCIDENTE;IBITINGA;SP;SDIG;02/04/2016;13:00:00;0
60980;60980;ACIDENTE;BARREIRINHAS;MA;SSRS;02/04/2016;14:12:00;1
60976;60976;INCIDENTE;-40.3508333333;VILA;ES;BRASIL;****;NÃO
60988;60988;INCIDENTE;PARAGOMINAS;PA;****;03/04/2016;12:00:00;0
60974;60974;ACIDENTE;MACAPÁ;AP;****;04/04/2016;10:14:00;0
60981;60981;ACIDENTE;LUCAS;DO;VERDE;MT;BRASIL;A-062/CENIPA/2016
60975;60975;ACIDENTE;AMAJARI;RR;SWAQ;05/04/2016;16:05:00;2
60997;60997;ACIDENTE;BALSAS;MA;****;06/04/2016;10:05:00;0
60983;60983;ACIDENTE;UIRAMUTÃ;RR;SJLO;09/04/2016;19:30:00;0
60984;60984;ACIDENTE;TATUÍ;SP;SDTF;09/04/2016;15:14:00;0
60998;60998;INCIDENTE;BELO;HORIZONTE;BRASIL;SBPR;09/04/2016;NULL
61004;61004;INCIDENTE;JOÃO;PINHEIRO;BRASIL;SNYS;11/04/2016;NULL
60992;60992;INCIDENTE;GUARULHOS;SP;SBGR;12/04/2016;11:30:00;0
60994;60994;INCIDENTE;SÃO;PAULO;BRASIL;SBMT;13/04/2016;NULL
61001;61001;ACIDENTE;SANTA;TEREZINHA;ITAIPU;PR;BRASIL;A-066/CENIPA/2016
61015;61015;ACIDENTE;PEDRA;PRETA;BRASIL;****;13/04/2016;2017-05-26
60996;60996;INCIDENTE;SÃO;PAULO;BRASIL;SBSP;14/04/2016;NULL
61000;61000;INCIDENTE;SÃO;PAULO;BRASIL;SBSP;14/04/2016;NULL
61002;61002;INCIDENTE;BELO;HORIZONTE;BRASIL;SBBH;14/04/2016;NULL
61006;61006;INCIDENTE;JUNDIAÍ;SP;SBJD;14/04/2016;19:35:00;0
61009;61009;INCIDENTE;FORTALEZA;CE;SBFZ;16/04/2016;20:35:00;0
61007;61007;INCIDENTE;CAMPOS;DOS;RJ;BRASIL;SBFS;NÃO
65200;65200;ACIDENTE;PORTO;MURTINHO;BRASIL;****;18/04/2016;2017-05-26
61003;61003;ACIDENTE;BOA;VISTA;BRASIL;****;19/04/2016;2017-06-22
61008;61008;INCIDENTE;\t-50.11277778\t;PONTA;PR;BRASIL;****;SIM
61010;61010;ACIDENTE;MANAUS;AM;SWFN;21/04/2016;20:00:00;0
61012;61012;ACIDENTE;PORTO;SEGURO;BRASIL;SBTV;21/04/2016;073/CENIPA/2016
61033;61033;INCIDENTE;-44.3072222222;ANGRA;REIS;RJ;BRASIL;IG-075/CENIPA/2016
61043;61043;INCIDENTE;ANGRA;DOS;RJ;BRASIL;SDAG;NÃO
61011;61011;INCIDENTE;MANAUS;AM;SBEG;22/04/2016;15:57:00;0
61042;61042;ACIDENTE;RIO;DE;RJ;BRASIL;####;SIM
61070;61070;INCIDENTE;-49.9805555556;REDENÇÃO;BRASIL;SNDC;22/04/2016;2017-05-26
61031;61031;ACIDENTE;PIRAQUARA;PR;SISY;25/04/2016;13:58:00;0
65192;65192;INCIDENTE;CURITIBA;PR;SBBI;25/04/2016;18:00:00;0
61025;61025;INCIDENTE;RECIFE;PE;SBRF;26/04/2016;23:30:00;0
61051;61051;ACIDENTE;ARENÁPOLIS;MT;****;26/04/2016;19:30:00;0
61030;61030;INCIDENTE;BREVES;PA;SNVS;27/04/2016;15:12:00;0
61037;61037;INCIDENTE;PORTO;ALEGRE;BRASIL;SBPA;27/04/2016;NULL
61052;61052;INCIDENTE;SÃO;PAULO;BRASIL;SBSP;28/04/2016;NULL
61073;61073;ACIDENTE;CAMPOS;DOS;RJ;BRASIL;****;NÃO
61080;61080;INCIDENTE;BRASÍLIA;DF;SBBR;28/04/2016;18:48:00;0
65186;65186;ACIDENTE;GUAPÉ;MG;****;30/04/2016;18:00:00;0
61053;61053;ACIDENTE;VIAMÃO;RS;****;01/05/2016;16:15:00;0
61079;61079;ACIDENTE;PONTA;GROSSA;BRASIL;SBPG;01/05/2016;2017-05-02
61071;61071;ACIDENTE;SANTOS;SP;****;02/05/2016;15:12:00;0
65180;65180;INCIDENTE;PORTO;ALEGRE;BRASIL;SBPA;04/05/2016;NULL
61075;61075;INCIDENTE;CAJAMAR;SP;****;05/05/2016;19:00:00;0
65190;65190;INCIDENTE;FLORIANÓPOLIS;SC;SBFL;06/05/2016;20:24:00;0
65185;65185;INCIDENTE;RECIFE;PE;SBRF;10/05/2016;11:24:00;0
65198;65198;INCIDENTE;-61.2588888889;CACOAL;BRASIL;SSKW;13/05/2016;2019-03-11
65202;65202;INCIDENTE;UBERLÂNDIA;MG;SBUL;13/05/2016;12:20:00;0
65203;65203;INCIDENTE;-47.1080555556;CAMPINAS;BRASIL;SDAM;14/05/2016;2017-08-01
65229;65229;INCIDENTE;PORTO;ALEGRE;BRASIL;SBPA;15/05/2016;NULL
65210;65210;ACIDENTE;AVARÉ;SP;****;16/05/2016;15:00:00;0
65218;65218;ACIDENTE;UNAÍ;MG;****;17/05/2016;11:30:00;1
65259;65259;ACIDENTE;IMBUIA;SC;****;23/05/2016;13:00:00;0
65244;65244;ACIDENTE;GOIANÁ;MG;****;26/05/2016;18:10:00;3
65272;65272;INCIDENTE;FORTALEZA;CE;SBFZ;26/05/2016;14:20:00;0
66342;66342;INCIDENTE;ANÁPOLIS;GO;SWNS;27/05/2016;18:00:00;0
65255;65255;ACIDENTE;CORUMBAÍBA;GO;****;29/05/2016;16:30:00;0
65270;65270;INCIDENTE;\t-49.23361111\t;CAMPO;PR;BRASIL;****;SIM
65262;65262;INCIDENTE;CAMPO;GRANDE;BRASIL;SBCG;03/06/2016;NULL
65290;65290;INCIDENTE;VOLTA;REDONDA;BRASIL;****;03/06/2016;NULL
65275;65275;INCIDENTE;FLORIANÓPOLIS;SC;SBFL;04/06/2016;13:00:00;0
65288;65288;INCIDENTE;IMPERATRIZ;MA;SBIZ;06/06/2016;15:55:00;0
65293;65293;INCIDENTE;-39.2716666667;JUAZEIRO;NORTE;CE;BRASIL;IG-090/CENIPA/2016
65289;65289;INCIDENTE;-49.1383333333;MARABÁ;BRASIL;SBMA;07/06/2016;NULL
65292;65292;ACIDENTE;FLORIANÓPOLIS;SC;SSKT;11/06/2016;16:37:00;2
65330;65330;INCIDENTE;-56.0788888889;SANTO;DO;LEVERGER;MT;NULL
65367;65367;ACIDENTE;MARÍLIA;SP;****;12/06/2016;14:35:00;0
65318;65318;INCIDENTE;-44.8602777778;PIRAPORA;BRASIL;SNPX;13/06/2016;2019-10-28
65324;65324;INCIDENTE;BRASÍLIA;DF;****;13/06/2016;20:30:00;0
65321;65321;ACIDENTE;JI-PARANÁ;RO;****;21/06/2016;10:30:00;0
65372;65372;INCIDENTE;RIO;DE;RJ;BRASIL;SBGL;NÃO
65459;65459;INCIDENTE;RIO;DE;RJ;BRASIL;SBJR;NÃO
65359;65359;INCIDENTE;-47.6194444444;PIRACICABA;BRASIL;SDPW;25/06/2016;2019-05-16
65337;65337;ACIDENTE;LONDRINA;PR;SBLO;26/06/2016;20:10:00;0
65360;65360;ACIDENTE;JUNDIAÍ;SP;****;26/06/2016;11:10:00;2
65358;65358;INCIDENTE;FORTALEZA;CE;SBFZ;28/06/2016;17:00:00;0
65399;65399;INCIDENTE;NAVEGANTES;SC;SBNF;29/06/2016;16:58:00;0
65380;65380;INCIDENTE;-46.5208333333;BRAGANÇA;SP;BRASIL;SBBP;SIM
65383;65383;ACIDENTE;BELÉM;PA;****;02/07/2016;16:25:00;0
65389;65389;INCIDENTE;SALVADOR;BA;SBSV;02/07/2016;15:10:00;0
65392;65392;INCIDENTE;JUIZ;DE;MG;BRASIL;SBJF;NÃO
65418;65418;INCIDENTE;BELÉM;PA;SBJC;05/07/2016;12:40:00;0
65394;65394;ACIDENTE;PARÁ;DE;MG;BRASIL;****;NÃO
65397;65397;ACIDENTE;APUÍ;AM;****;07/07/2016;19:00:00;0
65424;65424;ACIDENTE;SÃO;JOSÉ;XINGU;MT;BRASIL;A-097/CENIPA/2016
65414;65414;INCIDENTE;-43.9613888889;NOVA;MG;BRASIL;SJLY;SIM
65421;65421;ACIDENTE;BOTUCATU;SP;****;08/07/2016;20:20:00;0
65413;65413;ACIDENTE;CURVELO;MG;SNQV;10/07/2016;16:00:00;0
65412;65412;INCIDENTE;-54.6702777778;CAMPO;MS;BRASIL;SBCG;SIM
65422;65422;INCIDENTE;BARRETOS;SP;SNBA;12/07/2016;17:00:00;0
65420;65420;INCIDENTE;RIO;DE;RJ;BRASIL;SBRJ;NÃO
65425;65425;ACIDENTE;CAJATI;SP;****;17/07/2016;15:00:00;2
65426;65426;INCIDENTE;JUAZEIRO;DO;CE;BRASIL;SBJU;NÃO
